table;question;ex_correct;correct_index;correct_any;agg_wrong;sel_wrong;conds_wrong
2-13601224-3;What is the 1st leg of the team with a 2-1 agg.?;0.0;-1.0;0.0;0.0;1.0;0.0
2-13601224-3;What is the 2nd leg of team 2 Far rabat?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14203256-1;How many Watts has a Class of a, and a Frequency of 91.5 fm, and a City of license of elkhart, kansas?;0.0;-1.0;0.0;1.0;1.0;1.0
2-14203256-1;Which Class has a City of license of garden city, kansas?;1.0;1.0;1.0;0.0;0.0;0.0
2-14203256-1;What is the Frequency that is smaller than 100,000 Watts in guymon, oklahoma?;1.0;1.0;1.0;0.0;0.0;0.0
2-14203256-1;Which Frequency has a Call sign of kcse?;1.0;1.0;1.0;0.0;0.0;0.0
2-13599870-3;What year has 59th as a finish position?;1.0;1.0;1.0;0.0;0.0;0.0
2-13599870-3;What is the 3rd day that has bumped by clare as the 4th day?;0.0;-1.0;0.0;0.0;1.0;1.0
2-13599870-3;Which 2nd day has a year prior to 2009?;1.0;1.0;1.0;0.0;0.0;0.0
2-14768644-1;What event did Pakistan get the bronze medal at the 1988 Seoul Games?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14768644-1;What sport in the 1960 Rome Games did Pakistan play in the Men's Freestyle Welterweight?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14768644-1;When did Pakistan win a Silver Medal in a Men's Competition?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14768644-1;When did Pakistan win a Gold Medal in Field Hockey?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14768644-1;What team played in the 1964 Tokyo Games?;1.0;1.0;1.0;0.0;0.0;0.0
2-14768644-1;What sport did the National Team play in the 1968 mexico City Games?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14106656-7;What is the total number of rounds that Center position Denis Arkhipov have?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14106656-7;Who is the player from Round 3 from Russia?;1.0;1.0;1.0;0.0;0.0;0.0
2-14106656-7;What is the sum of the round with the defenceman?;1.0;1.0;1.0;0.0;0.0;0.0
2-14106656-7;What is the college club that plays before round 3?;1.0;1.0;1.0;0.0;0.0;0.0
2-1469555-1;What was the population of the area that was formerly under the authority of the Audenshaw Urban District?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15028555-1;What is the overall pick number that Derrick Harvey was when he was picked in a round after round 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-15028555-1;What college was the defensive end pick that was picked in round 2?;1.0;1.0;1.0;0.0;0.0;0.0
2-15028555-1;What is the average round that the player from USF was picked in when his draft pick number was less than 24?;1.0;1.0;1.0;0.0;0.0;0.0
2-15028555-1;What is the sum of the pick numbers where the player was picked in round 5 and overall pick number was greater than 159?;1.0;1.0;1.0;0.0;0.0;0.0
2-15028555-1;What is the average overall pick number for the USF player who was picked after round 5?;1.0;1.0;1.0;0.0;0.0;0.0
2-1523934-1;Which Population is the lowest one that has a Median family income of $74,905, and a Number of households smaller than 145,790?;1.0;1.0;1.0;0.0;0.0;0.0
2-14481629-1;What is the total number of Serious Bodily Injuries, that has Homicides less than 84?;1.0;1.0;1.0;0.0;0.0;0.0
2-14481629-1;What is the total number of Rapes that have Embezzlements a figure of 820 and total number of convictions less than 94,574?;1.0;1.0;1.0;0.0;0.0;0.0
2-14481629-1;What is the lowest example of Embezzlements that have Total Convictions greater than 84,665, Fraud a figure of 1,521, and a Major Violation of Traffic Laws higher than 21,599?;1.0;1.0;1.0;0.0;0.0;0.0
2-14481629-1;Which year earlier than 2006 has the average Total Convictions of Fraud at 1,521?;0.0;2.0;1.0;0.0;0.0;0.0
2-13880730-8;How many were in Attendance during a Tie no of 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-13880730-8;What was the Attendance during the Tamworth Away game?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14611466-1;Which 1st prize ($) has a Winner of scott simpson (7)?;0.0;-1.0;0.0;1.0;1.0;0.0
2-14611466-1;How many 1st prizes have a Date of aug 17?;1.0;1.0;1.0;0.0;0.0;0.0
2-14611466-1;Which Tournament has a Location of texas, and a Winner of tom watson (39)?;0.0;-1.0;0.0;0.0;1.0;1.0
2-146195-1;What was the resolution for KO opposing Cliff Beckett?;0.0;-1.0;0.0;0.0;1.0;1.0
2-146195-1;What is the type when Robert Villemain had a record at 109–1–2?;1.0;1.0;1.0;0.0;0.0;0.0
2-146195-1;On what date was the rd. time at 10 with Sammy Angott as an opponent with a record of 33–0?;1.0;1.0;1.0;0.0;0.0;0.0
2-14902772-4;What is the platform & frequency [MHz] of the whr-g54s model?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14902772-4;What is the voltage iinput [V/A] of the whr-g54s model?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14902772-4;What is the Ethernet port count of the whr-hp-g300n model?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14094649-22;Where is the company headquarted that has a Market value ( USD million) larger than 146,139, a Rank above 3, and a Primary industry of oil and gas?;0.0;-1.0;0.0;0.0;1.0;1.0
2-151851-3;Which Year has an Album of airwaves, and a US Hot 100 of –?;0.0;-1.0;0.0;1.0;1.0;1.0
2-151851-3;Which Song has a Year smaller than 1979, and a US Hot 100 of 8?;1.0;1.0;1.0;0.0;0.0;0.0
2-14344681-9;What is the series record for the game on April 24?;1.0;1.0;1.0;0.0;0.0;0.0
2-14344681-9;What was the game number that took place on April 27?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;Which Opponent has a Attendance of 6,275?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;Which Opponent has a Attendance of 7,034?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;When has a Result of 0–2 and a Opponent of aberdeen?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;Which Venue has a Result of 2–2 and Attendances of 5,760?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;Which Venue has Attendances of 11,045?;1.0;1.0;1.0;0.0;0.0;0.0
2-14600594-2;When Venue of A has Attendance of 4,365?;1.0;1.0;1.0;0.0;0.0;0.0
2-14835821-4;What is the 1st leg that has a 2nd leg of 0–0 of olympique khouribga?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14835821-4;What is the 1st leg of cs sfaxien?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14064009-2;Name the finish for lee janzen;1.0;1.0;1.0;0.0;0.0;0.0
2-14064009-2;Name the most total with to par more than 16;1.0;1.0;1.0;0.0;0.0;0.0
2-14534266-1;What was the Steeler's record when they played against the new york Jets?;1.0;1.0;1.0;0.0;0.0;0.0
2-15122744-2;What is the Result from the Date that is December 8, 1963?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-7;What is the date when the attendance is 960?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-7;What is the date of the away venue with an opponent of wightlink raiders with an attendance larger than 375?;0.0;-1.0;0.0;1.0;1.0;1.0
2-15213262-7;What is the average attendance when the opponent is telford tigers?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-7;What is the result when the attendance is 960?;1.0;1.0;1.0;0.0;0.0;0.0
2-1513105-5;Name the tournament for 2006 of a, 1996 of 1r and 2004 of 1r;0.0;-1.0;0.0;0.0;1.0;1.0
2-1513105-5;Name the 2003 for atp masters series 1998;0.0;-1.0;0.0;0.0;1.0;1.0
2-1513105-5;Name the 1997 for atp masters series 1992;0.0;-1.0;0.0;0.0;1.0;1.0
2-14242427-1;what city is brule in;0.0;-1.0;0.0;0.0;1.0;1.0
2-14934885-11;Who was performer 3 with karen maruyama as performer 2?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14934885-11;What day was wayne brady performer 2, ryan stiles performer 4, and an episode number greater than 5?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15294880-1;Which course has a flat stage on 4 September?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15294880-1;What is the date for the La Granja de San Ildefonso to Alto de Navacerrada course?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15294880-1;Who won the Granada course?;1.0;1.0;1.0;0.0;0.0;0.0
2-15294880-1;What is the distance for the 5 September race?;1.0;1.0;1.0;0.0;0.0;0.0
2-15294880-1;What is the race date for the course Jaén to Córdoba?;1.0;1.0;1.0;0.0;0.0;0.0
2-13746866-2;What was the average election year that has less than 136 deputies, and 1,560,753 votes received?;0.0;-1.0;0.0;0.0;1.0;1.0
2-13746866-2;What percentage of the vote was 1,255,153 of received votes?;1.0;1.0;1.0;0.0;0.0;0.0
2-13746866-2;What were the number of deputies for the 1964 election year?;1.0;1.0;1.0;0.0;0.0;0.0
2-13746866-2;What is the number of deputies with 94.2% of the votes?;1.0;1.0;1.0;0.0;0.0;0.0
2-13746866-2;What was deputies with the lowest number of unknown received votes, in an election year after 1986?;1.0;1.0;1.0;0.0;0.0;0.0
2-1517334-1;Which Result has a Date of 7 june 2000?;1.0;1.0;1.0;0.0;0.0;0.0
2-1517334-1;Which Venue has a Date of 21 june 2000?;1.0;1.0;1.0;0.0;0.0;0.0
2-1517334-1;Which Competition has a Venue of jan breydel, bruges, belgium?;1.0;1.0;1.0;0.0;0.0;0.0
2-1517334-1;Which Date has a Result of 3–4?;1.0;1.0;1.0;0.0;0.0;0.0
2-13950782-1;Game site of shea stadium, and a Week smaller than 10, and a Opponent of baltimore colts happened on what date?;1.0;1.0;1.0;0.0;0.0;0.0
2-13950782-1;Game site of candlestick park had what opponent?;1.0;1.0;1.0;0.0;0.0;0.0
2-13950782-1;Game site of miami orange bowl, and a Attendance larger than 49,754 happened on what highest week?;1.0;1.0;1.0;0.0;0.0;0.0
2-13950782-1;Opponent of denver broncos happened on what date?;1.0;1.0;1.0;0.0;0.0;0.0
2-14229231-3;Name the score when february is more than 24 and has a record of 9-8-2;1.0;1.0;1.0;0.0;0.0;0.0
2-14229231-3;Name the most game with opponent of hartford whalers;1.0;1.0;1.0;0.0;0.0;0.0
2-14710984-1;What is the distance for the course Civitavecchia to San Vincenzo?;1.0;1.0;1.0;0.0;0.0;0.0
2-14710984-1;Who won at course Forlì to Carpi?;1.0;1.0;1.0;0.0;0.0;0.0
2-14710984-1;What was the distance on 24 May?;1.0;1.0;1.0;0.0;0.0;0.0
2-14962316-9;what is the runner-up for the intercontinental cup;0.0;-1.0;0.0;0.0;1.0;1.0
2-13553341-2;Which average attendance has stoneman (0-2) as the loss?;1.0;1.0;1.0;0.0;0.0;0.0
2-13553341-2;What is the average attendance that has april 12 as the date?;1.0;1.0;1.0;0.0;0.0;0.0
2-142573-1;Clock rate (MHz) smaller than 400, and a Bandwidth (MB/s) of 1420 has what channels?;0.0;-1.0;0.0;0.0;1.0;1.0
2-142573-1;Bandwidth (MB/s) smaller than 4800, and a Bus width (bits) smaller than 16 has what highest Clock rate (MHz)?;0.0;-1.0;0.0;0.0;1.0;1.0
2-142573-1;Designation of pc800 has which highest Bus width (bits)?;1.0;1.0;1.0;0.0;0.0;0.0
2-1432362-1;Which Year has a Start of 14?;1.0;1.0;1.0;0.0;0.0;0.0
2-1432362-1;Which Year has a Finish of 22, and a Team of swan?;1.0;1.0;1.0;0.0;0.0;0.0
2-1432362-1;Which Finish has a Start of 15, and a Team of bahari?;1.0;1.0;1.0;0.0;0.0;0.0
2-1432362-1;Which Team has a Year of 2000?;1.0;1.0;1.0;0.0;0.0;0.0
2-1421422-9;What is the info for the year 2010, for the Australian Open tournament?;0.0;-1.0;0.0;0.0;1.0;0.0
2-1504233-2;Which Windows system has Windows Mobile of unknown, and a Mac OS X of yes, and another Unix of yes, and an AmigaOS of partial?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1504233-2;Which Android has anOther Unix of unknown?;1.0;1.0;1.0;0.0;0.0;0.0
2-1504233-2;Which Mac OS X has an AmigaOS of partial?;1.0;1.0;1.0;0.0;0.0;0.0
2-1504233-2;Which Mac OS X has a Linux of no, and an AmigaOS of no, and an Android of unknown?;1.0;1.0;1.0;0.0;0.0;0.0
2-1504233-2;Which AmigaOS has a Windows Mobile of no, and an Android of no?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14827502-6;What was the score for the game against the Golden State Warriors?;1.0;1.0;1.0;0.0;0.0;0.0
2-14827502-6;What was the score of game 43?;1.0;1.0;1.0;0.0;0.0;0.0
2-13619053-7;Who was the opposing team for the February 1 game?;1.0;1.0;1.0;0.0;0.0;0.0
2-1353450-3;What's the total of Year that's got a Team of Porsche Kremer Racing?;1.0;1.0;1.0;0.0;0.0;0.0
2-1353450-3;Which Class has a Chassis of Mazda 787B?;1.0;1.0;1.0;0.0;0.0;0.0
2-1353450-3;What Year has a Tyre of D, and Chassis of Mazda 787?;1.0;1.0;1.0;0.0;0.0;0.0
2-1353450-3;What is the total number of Laps that's got a Year less than 1987?;0.0;-1.0;0.0;1.0;1.0;1.0
2-15124729-1;In what week was the Result L 35-10?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;What is listed for Played that has Points against of 263?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;What is listed under Played that has a Club of Morriston RFC?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;What is listed for the Tries against that has a Played of 22, along with a Club of Ystalyfera RFC?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;What is listed for Points for that has a Club of Club?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;Which Losing Bonus has a Try Bonus of 8?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564702-2;What is listed for the Drawn that has a Tray bonus of 5 wiht Points for of 517?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1507170-4;Name the average top-10 for cuts made of 10 and top-25 more than 6;1.0;1.0;1.0;0.0;0.0;0.0
2-1507170-4;Name the most top-5 for wins less than 0 and events less than 16;1.0;1.0;1.0;0.0;0.0;0.0
2-1507170-4;Name the least top-10 for cuts made less than 11 and wins more than 0;1.0;1.0;1.0;0.0;0.0;0.0
2-1507170-4;Name the least cuts for top-5 more than 2 with top 25 less than 6 and top 10 less than 11;1.0;1.0;1.0;0.0;0.0;0.0
2-13527727-3;Has Episode 1b-16 (42) been preserved?;0.0;-1.0;0.0;0.0;1.0;0.0
2-13836704-9;How many international passengers have less than 88,592 aircraft movements with 319,093 transit passengers with less than 4 rank?;0.0;-1.0;0.0;0.0;1.0;1.0
2-13836704-9;What is the sum of all domestic passengers with 10.9% change and less than 4,022 tonnes in freight?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1409621-6;Which in 2004 has a 2003 of 1r and Wimbledon Tournament;0.0;-1.0;0.0;0.0;1.0;1.0
2-1409621-6;What is in 2007 has 2004 olympic games?;1.0;1.0;1.0;0.0;0.0;0.0
2-1409621-6;What is in 2002 has a 2001 score 1–0, and a 2000 of 3–0?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1409621-6;What is in 2003 that has a Career Win-Loss of 6–7;1.0;1.0;1.0;0.0;0.0;0.0
2-13908184-4;What is the score of the game that had a decision of Parent, home team of Philadelphia, and visitor of Pittsburgh?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1520225-6;Which Top-5 is the lowest one that has Wins smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-1520225-6;Which Cuts made is the highest one that has a Top-5 of 1, and a Top-25 larger than 16?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1520225-6;Which Events is the highest one that has a Top-5 larger than 5, and a Top-10 larger than 28?;1.0;1.0;1.0;0.0;0.0;0.0
2-14202514-2;When was the earliest that New England Patriots played?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14202514-2;What is the average week with St. Louis Cardinals with less than 80,010 attendance?;1.0;1.0;1.0;0.0;0.0;0.0
2-1436501-1;Which Runs is the highest one that has a Match larger than 63, and a Venue of national stadium, karachi, and a Year smaller than 1996?;1.0;1.0;1.0;0.0;0.0;0.0
2-1436501-1;Which Year has a Match of 63?;1.0;1.0;1.0;0.0;0.0;0.0
2-1436501-1;Which Match has Runs of 100, and a Year larger than 1994?;0.0;-1.0;0.0;1.0;1.0;1.0
2-1436501-1;How many matches have a City/Country of karachi, pakistan, and a Year larger than 1996?;1.0;1.0;1.0;0.0;0.0;0.0
2-13744010-2;What is the highest number of Silvers for rank 7 teams with 1 gold and under 1 bronze?;1.0;1.0;1.0;0.0;0.0;0.0
2-13744010-2;What is the fewest number of silvers for teams with more than 21 gold and more than 4 bronze?;1.0;1.0;1.0;0.0;0.0;0.0
2-13744010-2;What is the average number of silvers for teams ranked 5 with 0 bronze?;1.0;1.0;1.0;0.0;0.0;0.0
2-15211906-5;Where was the game with a result of won 5-0?;1.0;1.0;1.0;0.0;0.0;0.0
2-15211906-5;What was the date of the game with a result of won 4-2?;1.0;1.0;1.0;0.0;0.0;0.0
2-15211906-5;What was the date of the game against Hayes & Yeading United?;1.0;1.0;1.0;0.0;0.0;0.0
2-15211906-5;Where was the game with a result of won 5-0?;1.0;1.0;1.0;0.0;0.0;0.0
2-1356185-6;If the RR Rate is less than 0.75 with a result of RR:08,09, what is the average appeared?;1.0;1.0;1.0;0.0;0.0;0.0
2-1356185-6;What's the total appeared that has an RR Rate less than 0.17?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1356185-6;For Angelique Kerber who had an RR Rate of less than 0.33, what's the appeared?;1.0;1.0;1.0;0.0;0.0;0.0
2-15262161-1;What is the lowest population of the county with an area (km²) of 565.39 and a population density less than 23.54?;1.0;1.0;1.0;0.0;0.0;0.0
2-15262161-1;What is the area (km²) of Nairnshire county, which has a population less than 11,050?;1.0;1.0;1.0;0.0;0.0;0.0
2-14182359-12;What was the Attendance of August 26?;1.0;1.0;1.0;0.0;0.0;0.0
2-13948923-1;What is the end of the term associted with the Prime Minister Abbott?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14617522-4;What is the highest number of severe tropical cyclones when there are 10 tropical cyclones and 14 tropical lows?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14655713-7;What is the highest yards when there are 0 INTs?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14655713-7;How many INTs were there with an average less than 8, 0 long, and the player is Mike Douglass?;1.0;1.0;1.0;0.0;0.0;0.0
2-14655713-7;What is Randy Scott's lowest yards when there are 0 INTs and more than 3 sacks?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14655713-7;How many INTs are there with an average of 0 and more than 7 Sacks?;1.0;1.0;1.0;0.0;0.0;0.0
2-15063556-1;Which track in Austria has Bobsleigh-skeleton curves with a grade of 14%?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15063556-1;What is the shortest length of a track in Norway that has a maximum grade of 15% and a vertical drop less than 122.22 m?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15063556-1;What is the highest vertical drop among the 1,200 meter long tracks?;1.0;1.0;1.0;0.0;0.0;0.0
2-14050649-3;How many Attendance has a Opponent of west bromwich albion, and a Result of 3 – 3, and a Match larger than 20?;1.0;1.0;1.0;0.0;0.0;0.0
2-14050649-3;WHich Match has a Venue of h on 22 september 1888 with Attendances smaller than 4,000?;1.0;1.0;1.0;0.0;0.0;0.0
2-14877551-1;What is the venue of the match on 5 April 2000?;1.0;1.0;1.0;0.0;0.0;0.0
2-1370276-2;What is the round number of the match with Michael Buell as the opponent?;1.0;1.0;1.0;0.0;0.0;0.0
2-1370276-2;What is the time of the match with a win result, more than 2 rounds, and Makoto Ishikawa as the opponent?;1.0;1.0;1.0;0.0;0.0;0.0
2-14546530-7;what team scored 65-87;0.0;-1.0;0.0;0.0;1.0;0.0
2-14546530-7;what was the score on september 14;1.0;1.0;1.0;0.0;0.0;0.0
2-14617-2;What form factor has capacities at 60/120/180/240?;1.0;1.0;1.0;0.0;0.0;0.0
2-14617-2;Which value for Form factor has Sandforce with Capacity 80/120/180/240/360/480 introduced in July 2013?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14617-2;Which controller has an interface of pcie 2.0 × 8?;1.0;1.0;1.0;0.0;0.0;0.0
2-14617-2;Which controller is NAND type 25nm mlc-het with sequential read/write MB/s of 270/210?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14617-2;Which interface uses Sandforce with a code name of Sierra Star?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15140180-1;What is the Highest finish with a Most recent finish that was 2nd?;1.0;1.0;1.0;0.0;0.0;0.0
2-14477002-1;What is the result of the game at the Shea Stadium at 12:30pm (ET)?;0.0;-1.0;0.0;0.0;1.0;1.0
2-14445957-1;Which Played is the lowest one that has a Blackpool smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-14445957-1;Which Blackpool is the highest one that has a Draw larger than 18?;1.0;1.0;1.0;0.0;0.0;0.0
2-14445957-1;How much Preston North End has a Blackpool smaller than 0?;0.0;-1.0;0.0;1.0;1.0;1.0
2-14445957-1;Which Blackpool has a Preston North End smaller than 46, and a Competition of other, and a Draw larger than 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-1442541-7;What is the finish for the chip ganassi racing team that was later than 2010 and a Start of 17?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1442541-7;What is shown for Chassis for the year of 2007?;1.0;1.0;1.0;0.0;0.0;0.0
2-1442541-7;What is the name of the team with a finish of 19?;1.0;1.0;1.0;0.0;0.0;0.0
2-1442541-7;What is the Finish when the start shows 3 in the year of 2010?;1.0;1.0;1.0;0.0;0.0;0.0
2-1442541-7;What is the Engine with 3 as the start in the year of 2007?;1.0;1.0;1.0;0.0;0.0;0.0
2-15167057-3;What was the Score on October 24, 1982 in Tokyo, Japan?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15167057-3;What Tournament on October 24, 1982 had Alycia Moulton as the Partner?;1.0;1.0;1.0;0.0;0.0;0.0
2-15167057-3;Who were the Opponents when Laura DuPont had Pam Shriver as Partner with a Score of 6-3, 6-3?;0.0;-1.0;0.0;0.0;1.0;1.0
2-15167057-3;On what Surface was the match with a Score of 3-6, 1-6 played?;1.0;1.0;1.0;0.0;0.0;0.0
2-15167057-3;In what Tournament was Barbara Jordan a Partner with a Score of 6-2, 3-6, 3-6?;1.0;1.0;1.0;0.0;0.0;0.0
2-14070062-2;Name the points with tries for of 40;0.0;-1.0;0.0;0.0;1.0;0.0
2-14070062-2;Name the played with losing bonus of 3 and points against of 426;1.0;1.0;1.0;0.0;0.0;0.0
2-14070062-2;Name the club with points of 56;1.0;1.0;1.0;0.0;0.0;0.0
2-14070062-2;Name the points against for porthcawl rfc;1.0;1.0;1.0;0.0;0.0;0.0
2-14070062-2;Name the club for drawn of 0 and lost of 0;1.0;1.0;1.0;0.0;0.0;0.0
2-14070062-2;Name the points with lost of 19;1.0;1.0;1.0;0.0;0.0;0.0
2-1434986-16;result is lost re-election republican gain, what is the district?;1.0;1.0;1.0;0.0;0.0;0.0
2-13795349-2;Which Winning constructor has a Winning driver of felice nazzaro?;1.0;1.0;1.0;0.0;0.0;0.0
2-13795349-2;Who is Winning driver on 18 may?;1.0;1.0;1.0;0.0;0.0;0.0
2-13795349-2;WHo is Winning driver that is in st. petersburg - moscow?;0.0;-1.0;0.0;0.0;1.0;1.0
2-13795349-2;Which Date has a Winning constructor of fiat and a Winning driver of louis wagner?;1.0;1.0;1.0;0.0;0.0;0.0
2-13795349-2;Which Report is on 1 june?;1.0;1.0;1.0;0.0;0.0;0.0
2-13795349-2;When is vanderbilt cup in?;0.0;-1.0;0.0;0.0;1.0;0.0
2-13835525-2;Which event is in round 1 with a record at 5-1?;1.0;1.0;1.0;0.0;0.0;0.0
2-14920900-1;When the country is Cambodia and the total is smaller than 1 what's the lowest silver?;1.0;1.0;1.0;0.0;0.0;0.0
2-14920900-1;What is the highest gold for Cambodia when the total is less than 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-14920900-1;What is the total silver when bronze is smaller than 0?;0.0;-1.0;0.0;1.0;1.0;1.0
2-14920900-1;What is the total when the gold of 0, and a bronze larger than 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-14920900-1;What is the total when bronze has a silver larger than 2?;0.0;-1.0;0.0;1.0;1.0;1.0
2-14181518-3;What is the sum of silver medals for teams with more than 14 total medals and more than 16 golds?;1.0;1.0;1.0;0.0;0.0;0.0
2-14181518-3;What is the rank of the team having 3 bronzes and 0 silver?;0.0;-1.0;0.0;0.0;1.0;1.0
2-13564637-1;How many tries against did the club with 383 points against have?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564637-1;How many tries against did the club with 48 tries for have?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564637-1;How many points did the club with 13 losses and 461 points against have?;1.0;1.0;1.0;0.0;0.0;0.0
2-13564637-1;How many tries against did Pentyrch RFC have?;1.0;1.0;1.0;0.0;0.0;0.0
2-14077277-3;What is the lowest drawn that has games less than 7?;1.0;1.0;1.0;0.0;0.0;0.0
2-14077277-3;Hoe many of lost have points greater than 14?;1.0;1.0;1.0;0.0;0.0;0.0
2-14077277-3;How many of lost have 11 as the points, and a drawn greater than 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-14077277-3;What is the lowest game that has a drawn less than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-1453730-1;Which Total is the lowest one that has a Bronze of 0, and a Silver larger than 0, and a Rank of 5?;1.0;1.0;1.0;0.0;0.0;0.0
2-1453730-1;Which Bronze has a Total smaller than 2, and a Silver larger than 0, and a Gold smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-1453730-1;Which Rank is the lowest one that has a Nation of switzerland, and a Bronze smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-1453730-1;Which Total is the highest one that has a Bronze of 0, and a Nation of poland, and a Gold smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-13964639-8;What is the save of the game that 23,394 people attended?;1.0;1.0;1.0;0.0;0.0;0.0
2-14159731-6;What is the date of the game with more than 16,015 in attendance with a Colorado Visitor?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-12;Whihc Date is the lowest one that has a Competition of league, and a Venue of away, and an Opponent of swindon wildcats, and an Attendance larger than 1,201?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-12;How many Dates have an Opponent of romford raiders, and a Result of won 7-3, and an Attendance larger than 1,769?;1.0;1.0;1.0;0.0;0.0;0.0
2-15213262-12;Which Date has an Opponent of milton keynes lightning, and an Attendance smaller than 1,771?;0.0;-1.0;0.0;0.0;1.0;0.0
2-14208862-2;Which Attendance has a Date of october 25?;1.0;1.0;1.0;0.0;0.0;0.0
2-14208862-2;Which Score has a Visitor of atlanta?;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;Which Yards has a Attempts of 247;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;Which yard has a Completion of 64.9%?;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;Which Completions has Yards of 10,098?;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;When has Attempts of 282 ?;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;Which Completions has Attempts of 1,271?;1.0;1.0;1.0;0.0;0.0;0.0
2-13886661-1;which Completion % has a Yards of 2,175?;1.0;1.0;1.0;0.0;0.0;0.0
2-13900387-2;What was the surface for Adrian Ungur as an opponent?;1.0;1.0;1.0;0.0;0.0;0.0
2-13900387-2;What was the score on a clay surface on May 29, 2006?;1.0;1.0;1.0;0.0;0.0;0.0
2-13900387-2;Which tournament had a score of 6–3, 7–6?;1.0;1.0;1.0;0.0;0.0;0.0
2-13900387-2;On what surface was the opponent Michael Berrer?;1.0;1.0;1.0;0.0;0.0;0.0
2-14271063-3;What game has 2 points?;1.0;1.0;1.0;0.0;0.0;0.0
2-14271063-3;How many total drawn has less than 4 lost and 8 points?;1.0;1.0;1.0;0.0;0.0;0.0
